tension,resonance,longevity,quality
9.33,17.67827,11/06/2022,6
4.16,10.28827,14/09/2021,0
7.66,14.58827,12/10/2021,0
9.33,2.37827,08/06/2018,6
4.16,10.29448,14/09/2021,0
5.86,13.29448,12/09/2021,0
9.33,3.11448,08/06/2020,6
4.16,10.04208,16/09/2021,0
4.36,10.04208,14/10/2021,0
9.33,17.09208,10/06/2021,6
4.16,10.29448,30/09/2021,0
4.16,6.39448,28/09/2018,0
9.33,3.02448,11/06/2024,6
4.16,10.04208,14/09/2021,0
4.16,10.04208,12/09/2018,0
9.33,17.68208,08/06/2021,6
4.16,10.06695,14/09/2021,0
2.26,10.06695,12/09/2021,0
9.33,2.38695,08/06/2020,6
4.16,10.08139,16/09/2021,0
4.16,10.08139,14/09/2020,0
9.33,2.10139,10/06/2017,6
4.17,10.09914,30/09/2021,0
4.17,10.09914,28/09/2020,0
9.34,2.86914,11/06/2023,6
4.17,10.09914,14/09/2021,0
7.87,10.09914,12/09/2021,0
9.34,2.14914,08/06/2019,6
4.17,10.09914,14/09/2021,0
0.47,6.49914,12/09/2021,0
9.34,2.79914,08/06/2017,6
4.17,10.09891,16/09/2021,0
4.17,8.19891,14/10/2021,1
9.34,2.96891,10/06/2016,6
4.17,10.13463,30/09/2021,0
2.37,10.13463,28/09/2019,0
9.34,2.48463,11/06/2026,6
4.17,10.13463,14/09/2021,0
4.97,10.13463,12/10/2024,0
9.34,2.76463,08/06/2023,6
4.17,10.07126,14/09/2021,0
4.17,10.07126,12/09/2021,1
9.34,2.73126,08/06/2024,6
4.17,10.07692,16/09/2021,0
2.47,11.97692,14/09/2022,0
9.34,18.04692,10/06/2016,6
4.17,10.09914,30/09/2021,0
4.17,10.09914,28/08/2018,0
9.34,2.76914,11/06/2017,6
4.1701,10.21534,14/09/2021,0
3.3701,7.51534,12/10/2021,0
9.3401,17.89534,08/06/2018,6
4.1701,10.21534,14/09/2021,0
5.3701,10.21534,12/09/2021,0
9.3401,2.40534,08/06/2020,6
4.1701,10.21534,16/09/2021,0
4.1701,10.21534,14/09/2021,0
9.3401,3.06534,10/06/2025,6
4.1701,10.21534,30/09/2021,0
4.1701,4.51534,28/08/2021,0
9.3401,2.67534,11/06/2023,6
4.1701,10.21534,14/09/2021,0
4.6701,10.21534,12/08/2021,1
9.3401,2.54534,08/06/2020,6
4.1701,10.21534,14/09/2021,0
6.2701,10.21534,12/10/2025,1
9.3401,17.42534,08/06/2024,6
4.1701,10.07126,16/09/2021,0
4.1701,10.07126,14/09/2021,0
9.3401,17.73126,10/06/2026,6
4.175,10,30/09/2021,0
1.375,7.2,28/09/2018,1
9.345,2.39,11/06/2019,6
4.175,10,14/09/2021,0
7.575,10,12/08/2021,0
9.345,17.06,08/06/2016,6
4.175,10,14/09/2021,0
4.175,10,12/10/2021,0
9.345,2.61,08/06/2017,6
4.18,10.28688,16/09/2021,0
2.98,10.28688,14/10/2020,1
9.35,17.79688,10/06/2024,6
4.18,10.28688,30/09/2021,0
4.18,10.28688,28/09/2021,1
9.35,18.24688,11/06/2023,6
4.18,10.22613,14/09/2021,0
7.18,10.22613,12/10/2021,0
9.35,17.71613,08/06/2024,6
4.18,10.28688,14/09/2021,0
4.18,8.18688,12/10/2021,0
9.35,17.32688,08/06/2024,6
4.18,10.28688,16/09/2021,0
4.18,10.28688,14/08/2022,1
9.35,18.08688,10/06/2023,6
4.18,10.22613,30/09/2021,0
2.78,10.22613,28/10/2021,1
9.35,2.48613,11/06/2020,6
4.18,10.09778,14/09/2021,0
4.18,10.09778,12/09/2021,0
9.35,18.05778,08/06/2018,6
4.18,10.1568,14/09/2021,0
7.18,5.3568,12/08/2021,1
9.35,17.2268,08/06/2024,6
4.18,10.16701,16/09/2021,0
3.28,10.16701,14/09/2018,0
9.35,17.43701,10/06/2018,6
4.18,10.08117,30/09/2021,0
4.18,7.38117,28/09/2021,1
9.35,3.05117,11/06/2016,6
4.1871,10,14/09/2021,0
5.9871,5.3,12/10/2024,0
9.3571,2.14,08/06/2020,6
4.19,10.1525,14/09/2021,0
5.09,10.1525,12/08/2021,0
9.36,2.9225,08/06/2024,6
4.19,10,16/09/2021,0
3.09,10,14/10/2017,0
9.36,17.54,10/06/2025,6
4.19,10,30/09/2021,0
6.29,10,28/10/2021,0
9.36,2.68,11/06/2019,6
4.19,10,14/09/2021,0
4.19,8.2,12/08/2021,0
9.36,17.49,08/06/2018,6
4.19,10,14/09/2021,0
4.19,10,12/08/2021,0
9.36,17.16,08/06/2024,6
4.19,10,16/09/2021,0
7.89,10,14/09/2018,1
9.36,17.61,10/06/2016,6
4.19,10,30/09/2021,0
4.19,10,28/10/2021,1
9.36,17.58,11/06/2022,6
4.19,10,14/09/2021,0
5.79,10,12/10/2021,1
9.36,2.78,08/06/2024,6
4.19,10,14/09/2021,0
2.49,10,12/09/2021,1
9.36,17.77,08/06/2020,6
4.19,10,16/09/2021,0
2.79,12.4,14/09/2019,1
9.36,2.34,10/06/2023,6
4.19,10,30/09/2021,0
4.19,10,28/10/2024,0
9.36,2.53,11/06/2021,6
4.19,10,14/09/2021,0
4.19,10,12/08/2021,1
9.36,17.33,08/06/2019,6
4.19,10,14/09/2021,0
2.39,10,12/09/2021,1
9.36,17.82,08/06/2024,6
4.19,10,16/09/2021,0
4.19,10,14/09/2021,0
9.36,2.21,10/06/2023,6
4.19,10,30/09/2021,0
4.19,10,28/08/2025,0
9.36,2.17,11/06/2016,6
4.1944,9.998,14/09/2021,0
4.1944,8.798,12/10/2021,0
9.3644,2.628,08/06/2017,6
4.1999,10.09609,14/09/2021,0
4.1999,8.29609,12/09/2019,1
9.3699,17.11609,08/06/2024,6
4.1999,10.09609,16/09/2021,0
4.1999,15.49609,14/08/2021,0
9.3699,2.98609,10/06/2017,6
4.2,10.25382,30/09/2021,0
4.2,8.15382,28/08/2021,0
9.37,3.09382,11/06/2019,6
4.2,10.10905,14/09/2021,2
7.7,13.20905,12/08/2024,2
9.37,17.45905,08/06/2020,8
4.2,10.04003,14/09/2021,0
4.6,7.94003,12/09/2017,0
9.37,17.11003,08/06/2018,6
4.2,10.10766,16/09/2021,2
4.2,10.10766,14/10/2020,3
9.37,17.46766,10/06/2020,8
4.2,10.22445,30/09/2021,0
4.2,10.22445,28/10/2021,0
9.37,17.73445,11/06/2017,6
4.2,10.22368,14/09/2021,0
2.8,10.22368,12/08/2021,1
9.37,2.96368,08/06/2020,6
4.2,10.22368,14/09/2021,0
1,10.22368,12/09/2021,0
9.37,2.69368,08/06/2022,6
4.2,10.2837,16/09/2021,0
4.2,10.2837,14/08/2021,0
9.37,3.2837,10/06/2018,6
4.2,10.25382,30/09/2021,0
4.2,10.25382,28/08/2019,0
9.37,3.11382,11/06/2017,6
4.2,10.10905,14/09/2021,2
7.7,10.10905,12/10/2017,2
9.37,2.72905,08/06/2022,8
4.2,10.04003,14/09/2021,0
6.7,10.04003,12/09/2021,1
9.37,17.85003,08/06/2021,6
4.2,10.10766,16/09/2021,2
7.4,13.60766,14/09/2019,3
9.37,18.04766,10/06/2017,8
4.2,10.22445,30/09/2021,0
4.2,6.92445,28/09/2021,1
9.37,17.32445,11/06/2020,6
4.2,10.22368,14/09/2021,0
4.2,6.22368,12/09/2021,1
9.37,2.33368,08/06/2025,6
4.2,10.22368,14/09/2021,0
6.8,10.22368,12/09/2023,1
9.37,3.15368,08/06/2022,6
4.2,10.2837,16/09/2021,0
5.6,13.6837,14/09/2021,0
9.37,2.4037,10/06/2024,6
4.2,10.27468,30/09/2021,0
6.2,11.47468,28/09/2025,1
9.37,2.93468,11/06/2025,6
4.2,10.02757,14/09/2021,0
4.2,10.02757,12/10/2021,0
9.37,2.15757,08/06/2026,6
4.2,10.1462,14/09/2021,0
2.4,10.1462,12/09/2021,0
9.37,2.4562,08/06/2022,6
4.2,10.19494,16/09/2021,0
4.2,10.19494,14/10/2021,0
9.37,3.13494,10/06/2019,6
4.2,10.1462,30/09/2021,0
1.1,11.9462,28/10/2021,0
9.37,2.6962,11/06/2023,6
4.2,10.19494,14/09/2021,0
5.4,10.19494,12/10/2024,0
9.37,17.79494,08/06/2025,6
4.2,10.14692,14/09/2021,0
6.6,10.14692,12/10/2021,0
9.37,2.89692,08/06/2019,6
4.2,10.14907,16/09/2021,0
4.9,10.14907,14/08/2020,0
9.37,18.11907,10/06/2026,6
4.2,10.14907,30/09/2021,0
0.9,15.64907,28/10/2021,0
9.37,3.03907,11/06/2017,6
4.2,10.19911,14/09/2021,0
7.5,5.19911,12/10/2020,0
9.37,18.00911,08/06/2017,6
4.2,10.21576,14/09/2021,0
7.5,10.21576,12/09/2021,0
9.37,2.65576,08/06/2017,6
4.2,10.21576,16/09/2021,0
6.2,10.21576,14/10/2021,1
9.37,17.76576,10/06/2018,6
4.2,10.12406,30/09/2021,0
4.2,10.12406,28/10/2024,0
9.37,17.40406,11/06/2016,6
4.2,10.12406,14/09/2021,0
4.2,10.12406,12/08/2021,0
9.37,17.66406,08/06/2020,6
4.2,10.11336,14/09/2021,0
4.2,10.11336,12/09/2025,0
9.37,17.36336,08/06/2021,6
4.2,10.13676,16/09/2021,0
4.2,10.13676,14/09/2021,0
9.37,2.25676,10/06/2016,6
4.2,10.14041,30/09/2021,0
5.3,5.64041,28/09/2020,0
9.37,2.91041,11/06/2026,6
4.2,10.10894,14/09/2021,0
2.4,10.10894,12/09/2021,1
9.37,3.07894,08/06/2022,6
4.2,10.10894,14/09/2021,0
4.2,10.10894,12/08/2017,0
9.37,2.98894,08/06/2025,6
4.2,10.10894,16/09/2021,0
6.6,12.20894,14/09/2021,0
9.37,2.82894,10/06/2026,6
4.2,10.10894,30/09/2021,0
4.2,11.80894,28/09/2020,0
9.37,17.40894,11/06/2021,6
4.2,10.1099,14/09/2021,0
5.9,10.1099,12/09/2019,0
9.37,17.2199,08/06/2026,6
4.2,10.1099,14/09/2021,0
0.9,10.1099,12/09/2021,0
9.37,17.2299,08/06/2021,6
4.2,10.09651,16/09/2021,0
4.2,10.09651,14/09/2021,0
9.37,17.63651,10/06/2026,6
4.2,10.09651,30/09/2021,0
4.2,10.09651,28/10/2024,0
9.37,2.88651,11/06/2025,6
4.2,10.09651,14/09/2021,0
4.2,14.59651,12/10/2017,0
9.37,17.10651,08/06/2025,6
4.2,10.15445,14/09/2021,0
4.2,15.05445,12/08/2021,0
9.37,18.03445,08/06/2018,6
4.2,10.0791,16/09/2021,0
4.2,10.0791,14/08/2021,0
9.37,17.3691,10/06/2018,6
4.2,10.02332,30/09/2021,0
4.2,10.02332,28/08/2024,0
9.37,17.72332,11/06/2022,6
4.2,10.06812,14/09/2021,0
3.3,15.26812,12/10/2021,0
9.37,17.17812,08/06/2020,6
4.2,10.0718,14/09/2021,0
2.4,11.3718,12/09/2021,0
9.37,17.5218,08/06/2018,6
4.2,10.07451,16/09/2021,0
4.2,13.97451,14/10/2021,0
9.37,17.71451,10/06/2025,6
4.2,10.07451,30/09/2021,0
4.2,10.07451,28/08/2021,1
9.37,17.67451,11/06/2023,6
4.2,10.0753,14/09/2021,0
4.2,10.0753,12/09/2020,0
9.37,2.7853,08/06/2020,6
4.2,10.04016,14/09/2021,0
1.8,7.84016,12/09/2021,0
9.37,2.65016,08/06/2022,6
4.2,10.10905,16/09/2021,2
3.7,10.10905,14/09/2025,2
9.37,2.25905,10/06/2017,8
4.2,10.10905,30/09/2021,2
4.2,9.30905,28/09/2021,3
9.37,17.76905,11/06/2020,8
4.2,10.04003,14/09/2021,0
7.1,8.84003,12/09/2022,0
9.37,17.45003,08/06/2021,6
4.2,10.04003,14/09/2021,0
1.8,10.04003,12/10/2020,0
9.37,17.48003,08/06/2021,6
4.2,10.24854,16/09/2021,0
4.9,15.54854,14/08/2021,0
9.37,17.31854,10/06/2019,6
4.2,10.0402,30/09/2021,0
4.2,10.0402,28/08/2021,1
9.37,2.1702,11/06/2018,6
4.2,10.0402,14/09/2021,0
4.2,10.0402,12/08/2019,0
9.37,17.7002,08/06/2020,6
4.2,10.10905,14/09/2021,2
2.9,5.40905,12/09/2021,2
9.37,17.96905,08/06/2021,8
4.2,10.10905,16/09/2021,2
5.8,8.10905,14/09/2021,2
9.37,2.24905,10/06/2019,8
4.2,10.04003,30/09/2021,0
7.2,10.04003,28/08/2021,0
9.37,17.71003,11/06/2019,6
4.2,10.04003,14/09/2021,0
4.2,10.84003,12/08/2021,0
9.37,2.54003,08/06/2022,6
4.2,10.24854,14/09/2021,0
4,10.24854,12/09/2021,0
9.37,17.60854,08/06/2017,6
4.2,10.0402,16/09/2021,0
4.2,10.0402,14/09/2021,1
9.37,2.3702,10/06/2025,6
4.2,10.0402,30/09/2021,0
0.6,7.2402,28/10/2021,0
9.37,2.2302,11/06/2021,6
4.2,10.22145,14/09/2021,0
5.3,4.82145,12/09/2021,0
9.37,2.74145,08/06/2023,6
4.2,10.22145,14/09/2021,0
3.8,10.22145,12/09/2021,0
9.37,2.25145,08/06/2016,6
4.2,10.02757,16/09/2021,0
4.2,6.02757,14/09/2019,0
9.37,2.29757,10/06/2016,6
4.2,10.13676,30/09/2021,0
4.2,10.13676,28/09/2021,0
9.37,17.65676,11/06/2025,6
4.2,10.14041,14/09/2021,0
4.2,12.24041,12/09/2022,0
9.37,3.06041,08/06/2020,6
4.2,10.16971,14/09/2021,0
4.2,10.16971,12/09/2024,0
9.37,2.19971,08/06/2025,6
4.2,10.06812,16/09/2021,0
4.2,10.06812,14/09/2021,0
9.37,2.30812,10/06/2025,6
4.2,10.07193,30/09/2021,0
4.2,14.97193,28/08/2023,1
9.37,3.05193,11/06/2019,6
4.2,10.07451,14/09/2021,0
4.2,11.37451,12/09/2021,0
9.37,2.45451,08/06/2025,6
4.2,9.94393,14/09/2021,0
4.2,7.44393,12/09/2021,0
9.37,2.89393,08/06/2016,6
4.2001,10.19598,16/09/2021,0
5.2001,10.99598,14/10/2021,0
9.3701,2.78598,10/06/2018,6
4.2001,10.09866,30/09/2021,0
4.4001,15.49866,28/09/2021,0
9.3701,18.05866,11/06/2023,6
4.2003,10.0791,14/09/2021,0
4.2003,10.0791,12/10/2021,0
9.3703,17.5991,08/06/2017,6
4.2056,9.995,14/09/2021,0
7.1056,9.995,12/09/2021,0
9.3756,2.805,08/06/2017,6
4.2056,9.995,16/09/2021,0
6.9056,4.795,14/09/2021,0
9.3756,2.325,10/06/2017,6
4.21,10.21754,30/09/2021,0
6.71,10.21754,28/09/2021,1
9.38,18.15754,11/06/2023,6
4.21,10.21754,14/09/2021,0
5.31,6.41754,12/08/2021,1
9.38,17.23754,08/06/2020,6
4.21,10.21754,14/09/2021,0
3.21,12.91754,12/09/2022,0
9.38,17.24754,08/06/2026,6
4.21,10.15401,16/09/2021,0
4.71,4.65401,14/09/2018,0
9.38,17.88401,10/06/2020,6
4.21,10.00635,30/09/2021,0
4.21,8.90635,28/09/2021,0
9.38,2.40635,11/06/2020,6
4.21,10.00635,14/09/2021,0
7.31,11.80635,12/08/2017,0
9.38,2.22635,08/06/2023,6
4.21,10.00635,14/09/2021,0
1.81,11.40635,12/09/2021,0
9.38,2.19635,08/06/2021,6
4.21,10.00659,16/09/2021,0
4.21,10.00659,14/09/2023,1
9.38,17.78659,10/06/2025,6
4.21,10.00659,30/09/2021,0
4.21,10.00659,28/09/2021,0
9.38,17.62659,11/06/2021,6
4.2101,10.00659,14/09/2021,0
2.1101,10.00659,12/09/2021,0
9.3801,17.26659,08/06/2019,6
4.2101,10.00659,14/09/2021,0
3.7101,5.80659,12/09/2021,0
9.3801,2.30659,08/06/2018,6
4.2199,10.07001,16/09/2021,0
4.2199,10.07001,14/09/2021,0
9.3899,2.99001,10/06/2021,6
4.2199,10.00632,30/09/2021,0
2.5199,11.80632,28/09/2021,0
9.3899,2.75632,11/06/2022,6
4.2199,10.07001,14/09/2021,0
4.2199,6.27001,12/09/2025,1
9.3899,2.98001,08/06/2024,6
4.22,10.07457,14/09/2021,0
5.22,10.07457,12/08/2021,0
9.39,17.14457,08/06/2023,6
4.2298,10.00575,16/09/2021,0
4.2298,9.40575,14/09/2021,0
9.3998,17.12575,10/06/2016,6
4.2299,10.0209,30/09/2021,0
4.2299,15.2209,28/10/2019,0
9.3999,17.7909,11/06/2016,6
4.23,10,14/09/2021,0
4.23,15.5,12/09/2021,0
9.4,17.78,08/06/2024,6
4.23,10,14/09/2021,0
1.03,12.1,12/08/2021,0
9.4,17.2,08/06/2019,6
4.23,10.26764,16/09/2021,0
3.83,13.16764,14/10/2019,0
9.4,2.53764,10/06/2026,6
4.23,10.26764,30/09/2021,0
4.23,9.56764,28/08/2023,0
9.4,2.82764,11/06/2026,6
4.23,10.26764,14/09/2021,0
4.23,10.26764,12/09/2018,0
9.4,3.20764,08/06/2016,6
4.23,10.06407,14/09/2021,0
5.63,10.06407,12/09/2021,0
9.4,2.21407,08/06/2025,6
4.2301,10.00604,16/09/2021,0
4.2301,10.00604,14/09/2021,0
9.4001,17.88604,10/06/2019,6
4.2329,10.15181,30/09/2021,0
5.6329,10.15181,28/08/2017,0
9.4029,17.75181,11/06/2022,6
4.2329,10.15181,14/09/2021,0
4.2329,10.15181,12/09/2021,0
9.4029,18.06181,08/06/2017,6
4.24,10.06555,14/09/2021,0
4.24,14.36555,12/09/2021,1
9.41,17.68555,08/06/2023,6
4.24,10.02021,16/09/2021,0
4.24,10.02021,14/10/2021,0
9.41,2.41021,10/06/2021,6
4.24,10.1496,30/09/2021,0
7.44,4.9496,28/09/2021,0
9.41,2.4496,11/06/2017,6
4.24,10.06555,14/09/2021,0
4.24,5.36555,12/09/2025,0
9.41,18.00555,08/06/2025,6
4.24,10.02021,14/09/2021,0
4.04,14.92021,12/08/2021,1
9.41,17.14021,08/06/2019,6
4.2402,10.04123,16/09/2021,0
3.0402,14.24123,14/08/2017,0
9.4102,2.97123,10/06/2024,6
4.2402,10.10616,30/09/2021,0
4.8402,10.10616,28/09/2021,1
9.4102,17.96616,11/06/2020,6
4.2406,10,14/09/2021,0
6.9406,10,12/08/2022,0
9.4106,2.71,08/06/2016,6
4.2407,10,14/09/2021,0
1.6407,10.5,12/08/2020,0
9.4107,2.29,08/06/2016,6
4.2412,10,16/09/2021,0
1.0412,10,14/09/2018,1
9.4112,17.39,10/06/2019,6
4.2451,10,30/09/2021,0
4.2451,10,28/10/2021,0
9.4151,17.16,11/06/2026,6
4.2496,10.02121,14/09/2021,0
4.2496,10.02121,12/09/2021,1
9.4196,2.67121,08/06/2020,6
4.2499,10.0728,14/09/2021,0
2.9499,14.1728,12/10/2022,1
9.4199,17.2928,08/06/2021,6
4.2499,10.09577,16/09/2021,0
4.2499,6.19577,14/10/2018,0
9.4199,17.61577,10/06/2024,6
4.2499,10.08951,30/09/2021,0
4.2499,12.58951,28/09/2021,0
9.4199,2.58951,11/06/2023,6
4.2499,10.08951,14/09/2021,0
1.1499,10.08951,12/10/2020,0
9.4199,2.56951,08/06/2018,6
4.25,10.12804,14/09/2021,1
3.95,11.32804,12/08/2018,1
9.42,17.71804,08/06/2024,7
4.25,10.03751,16/09/2021,0
4.25,10.03751,14/09/2019,0
9.42,17.72751,10/06/2023,6
4.25,10.03751,30/09/2021,0
4.25,10.03751,28/09/2017,0
9.42,17.69751,11/06/2022,6
4.25,10.03751,14/09/2021,0
5.95,8.53751,12/09/2023,0
9.42,17.58751,08/06/2016,6
4.25,10.10285,14/09/2021,1
4.25,4.90285,12/09/2021,1
9.42,17.85285,08/06/2023,7
4.25,10.10285,16/09/2021,1
4.25,7.80285,14/08/2020,1
9.42,2.15285,10/06/2021,7
4.25,10.09989,30/09/2021,1
7.05,11.29989,28/09/2024,2
9.42,17.61989,11/06/2016,7
4.25,10.0351,14/09/2021,0
4.75,10.0351,12/10/2021,1
9.42,17.0851,08/06/2018,6
4.25,10.28726,14/09/2021,0
0.85,10.28726,12/09/2018,0
9.42,17.32726,08/06/2019,6
4.25,10.28726,16/09/2021,0
4.25,10.28726,14/10/2017,0
9.42,2.60726,10/06/2016,6
4.25,10.0351,30/09/2021,0
0.85,15.0351,28/10/2021,0
9.42,17.4051,11/06/2019,6
4.25,10.28726,14/09/2021,0
4.25,10.28726,12/09/2021,0
9.42,17.36726,08/06/2018,6
4.25,10.28726,14/09/2021,0
3.35,9.78726,12/09/2021,0
9.42,3.06726,08/06/2016,6
4.25,10.29111,16/09/2021,0
4.25,10.29111,14/09/2024,0
9.42,17.44111,10/06/2023,6
4.25,10.29111,30/09/2021,0
4.25,10.29111,28/10/2021,0
9.42,18.17111,11/06/2022,6
4.25,10.29111,14/09/2021,0
6.85,9.09111,12/10/2021,0
9.42,2.59111,08/06/2017,6
4.25,10.29111,14/09/2021,0
4.25,10.29111,12/09/2021,0
9.42,3.00111,08/06/2020,6
4.25,10.29111,16/09/2021,0
5.95,12.19111,14/09/2021,0
9.42,2.36111,10/06/2020,6
4.25,10.29111,30/09/2021,0
5.95,7.39111,28/08/2022,0
9.42,18.27111,11/06/2022,6
4.25,10.29111,14/09/2021,0
7.25,10.29111,12/08/2020,1
9.42,2.65111,08/06/2018,6
4.25,10.29042,14/09/2021,0
4.25,10.29042,12/10/2017,0
9.42,17.66042,08/06/2018,6
4.25,10.29042,16/09/2021,0
7.45,10.29042,14/10/2021,0
9.42,17.68042,10/06/2024,6
4.25,10.18579,30/09/2021,0
2.35,6.18579,28/09/2019,0
9.42,17.51579,11/06/2022,6
4.25,10.01607,14/09/2021,0
4.25,5.61607,12/10/2021,0
9.42,2.41607,08/06/2026,6
4.25,10.21428,14/09/2021,0
4.25,11.21428,12/10/2025,0
9.42,17.29428,08/06/2026,6
4.25,10.21261,16/09/2021,0
0.75,10.21261,14/09/2021,1
9.42,2.97261,10/06/2016,6
4.25,10.19747,30/09/2021,0
3.35,7.49747,28/09/2021,0
9.42,3.15747,11/06/2025,6
4.25,10.26477,14/09/2021,0
4.25,5.56477,12/10/2021,1
9.42,2.68477,08/06/2016,6
4.25,10.21345,14/09/2021,0
1.35,10.21345,12/09/2021,0
9.42,2.94345,08/06/2020,6
4.25,10.15467,16/09/2021,0
0.65,7.35467,14/10/2020,0
9.42,17.62467,10/06/2016,6
4.25,10.15467,30/09/2021,0
4.25,10.15467,28/09/2025,0
9.42,2.21467,11/06/2018,6
4.25,10.16395,14/09/2021,0
1.75,7.16395,12/09/2021,0
9.42,2.97395,08/06/2024,6
4.25,10.16395,14/09/2021,0
4.25,10.16395,12/08/2020,0
9.42,3.11395,08/06/2026,6
4.25,10.16395,16/09/2021,0
0.85,10.16395,14/09/2021,0
9.42,17.31395,10/06/2024,6
4.25,10.16395,30/09/2021,0
4.25,10.16395,28/10/2021,0
9.42,17.60395,11/06/2026,6
4.25,10.16395,14/09/2021,0
4.25,7.06395,12/10/2020,0
9.42,17.79395,08/06/2020,6
4.25,10.13214,14/09/2021,0
4.25,6.53214,12/10/2021,1
9.42,3.06214,08/06/2023,6
4.25,10.1675,16/09/2021,0
4.25,10.1675,14/09/2020,0
9.42,17.1875,10/06/2024,6
4.25,10.02121,30/09/2021,0
7.65,14.72121,28/10/2021,0
9.42,17.03121,11/06/2017,6
4.25,10.11273,14/09/2021,0
4.25,11.81273,12/08/2023,0
9.42,2.33273,08/06/2025,6
4.25,10.11273,14/09/2021,0
2.85,10.81273,12/09/2018,0
9.42,17.29273,08/06/2022,6
4.25,10.11273,16/09/2021,0
6.55,10.11273,14/10/2021,0
9.42,2.49273,10/06/2018,6
4.25,10.0728,30/09/2021,0
5.75,10.0728,28/09/2020,0
9.42,17.1528,11/06/2017,6
4.25,10.09247,14/09/2021,0
4.25,10.09247,12/09/2018,0
9.42,17.35247,08/06/2021,6
4.25,10.07073,14/09/2021,0
3.65,14.77073,12/09/2021,0
9.42,17.59073,08/06/2022,6
4.25,10.07073,16/09/2021,0
4.25,10.87073,14/10/2024,1
9.42,2.31073,10/06/2018,6
4.25,10.07073,30/09/2021,0
3.55,10.07073,28/09/2024,0
9.42,17.75073,11/06/2020,6
4.25,10.07073,14/09/2021,0
4.25,10.07073,12/09/2021,1
9.42,17.56073,08/06/2025,6
4.25,10.07073,14/09/2021,0
4.25,12.17073,12/09/2021,1
9.42,2.95073,08/06/2023,6
4.25,10.00508,16/09/2021,0
4.65,10.00508,14/09/2017,1
9.42,2.44508,10/06/2018,6
4.25,10.00508,30/09/2021,0
4.25,10.00508,28/09/2021,0
9.42,17.39508,11/06/2022,6
4.25,10.06199,14/09/2021,0
4.25,12.06199,12/08/2021,1
9.42,2.42199,08/06/2021,6
4.25,10.08804,14/09/2021,0
6.65,13.48804,12/09/2020,0
9.42,2.10804,08/06/2025,6
4.25,10.08951,16/09/2021,0
1.25,12.88951,14/08/2021,0
9.42,2.64951,10/06/2019,6
4.25,10.05877,30/09/2021,0
1.85,10.05877,28/10/2021,0
9.42,17.48877,11/06/2023,6
4.25,10.03751,14/09/2021,0
3.65,10.03751,12/09/2019,0
9.42,2.65751,08/06/2021,6
4.25,10.14954,14/09/2021,0
6.05,4.74954,12/10/2024,0
9.42,2.63954,08/06/2024,6
4.25,10.02041,16/09/2021,0
4.25,9.02041,14/09/2021,0
9.42,2.24041,10/06/2024,6
4.25,10.15467,30/09/2021,0
4.25,8.95467,28/09/2018,0
9.42,17.59467,11/06/2020,6
4.25,10.1675,14/09/2021,0
4.25,10.7675,12/08/2021,0
9.42,17.8675,08/06/2020,6
4.25,10.1675,14/09/2021,0
4.25,12.7675,12/09/2021,1
9.42,17.9875,08/06/2026,6
4.25,10.08047,16/09/2021,0
2.75,14.88047,14/10/2021,0
9.42,17.65047,10/06/2020,6
4.25,10.09247,30/09/2021,0
4.25,12.99247,28/09/2024,0
9.42,2.20247,11/06/2024,6
4.25,9.89515,14/09/2021,0
6.65,9.89515,12/09/2021,1
9.42,2.76515,08/06/2026,6
4.25,9.97445,14/09/2021,0
6.05,12.97445,12/09/2018,1
9.42,17.35445,08/06/2016,6
4.2501,10.21098,16/09/2021,0
4.2501,10.91098,14/09/2021,0
9.4201,2.29098,10/06/2021,6
4.2501,10.08047,30/09/2021,0
4.2501,11.68047,28/08/2021,0
9.4201,17.98047,11/06/2023,6
4.2501,10.08047,14/09/2021,0
4.2501,10.08047,12/09/2020,0
9.4201,17.66047,08/06/2016,6
4.2501,10.06199,14/09/2021,0
4.2501,8.06199,12/10/2021,0
9.4201,2.17199,08/06/2018,6
4.2501,10.06199,16/09/2021,0
1.1501,12.16199,14/09/2024,1
9.4201,17.68199,10/06/2018,6
4.2501,10.07386,30/09/2021,0
2.3501,10.07386,28/09/2021,1
9.4201,2.51386,11/06/2018,6
4.2501,10.06199,14/09/2021,0
4.4501,10.06199,12/09/2021,0
9.4201,2.17199,08/06/2020,6
4.2501,10.06199,14/09/2021,0
3.4501,12.56199,12/09/2021,0
9.4201,2.26199,08/06/2024,6
4.2501,9.89515,16/09/2021,0
4.2501,9.89515,14/09/2021,0
9.4201,17.19515,10/06/2023,6
4.2502,10.05072,30/09/2021,2
4.2502,9.25072,28/08/2021,2
9.4202,2.09072,11/06/2025,8
4.2502,10.00549,14/09/2021,0
4.2502,10.00549,12/09/2021,0
9.4202,17.50549,08/06/2021,6
4.2512,10.132,14/09/2021,0
3.0512,10.132,12/09/2021,0
9.4212,17.992,08/06/2016,6
4.2516,10.0351,16/09/2021,0
3.5516,11.9351,14/09/2021,0
9.4216,2.3751,10/06/2020,6
4.2516,10.0351,30/09/2021,0
1.2516,10.0351,28/08/2022,1
9.4216,17.4251,11/06/2026,6
4.26,10.13298,14/09/2021,0
3.16,10.13298,12/10/2021,1
9.43,17.82298,08/06/2024,6
4.26,10.13298,14/09/2021,0
2.96,4.43298,12/09/2021,0
9.43,17.57298,08/06/2018,6
4.26,10.13298,16/09/2021,0
4.86,10.13298,14/09/2021,0
